Image_Links, Names, Short_Description, For_More_Info
https://m.media-amazon.com/images/M/MV5BMmI2Nzk4NWQtOTAxNi00ZTIxLTljNDktZDJlZDQ2NDRiODJjXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR170140209_AL_.jpg ,  Shivaji Ganesan , Tamil superstar from a poor family in Tamil Nadu India. His father wo , https://en.wikipedia.org/wiki/ Shivaji Ganesan
https://m.media-amazon.com/images/M/MV5BMTg4Njc5MzUzNF5BMl5BanBnXkFtZTgwOTYzMTI1NTE@._V1_UY209_CR740140209_AL_.jpg ,  Sharmila Tagore , A Bengali actress who achieved success young Sharmila appeared in num , https://en.wikipedia.org/wiki/ Sharmila Tagore
https://m.media-amazon.com/images/M/MV5BNzc0NWJjMjQtM2VhOC00MDAxLWE5ZjItZTNlZDFkYjE1YjE0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR330140209_AL_.jpg ,  Sheeba Chaddha , Sheeba Chaddha was born in 1972 in Delhi India. She is an actress kn , https://en.wikipedia.org/wiki/ Sheeba Chaddha
https://m.media-amazon.com/images/M/MV5BMTQyMjg4Mzk2M15BMl5BanBnXkFtZTcwMjE0MTg2OA@@._V1_UY209_CR180140209_AL_.jpg ,  Sridevi , Sridevi was born on August 13 1963 in her father's hometown of Sivaka , https://en.wikipedia.org/wiki/ Sridevi
https://m.media-amazon.com/images/M/MV5BMjMwNTIxODg0OF5BMl5BanBnXkFtZTgwODg2NzM0OTE@._V1_UY209_CR70140209_AL_.jpg ,  Salman Khan , Born on December 27 1965 Salman Khan is the son of the legendary writ , https://en.wikipedia.org/wiki/ Salman Khan
https://m.media-amazon.com/images/M/MV5BMTYzMTczOTM2Ml5BMl5BanBnXkFtZTYwNzE4Mzgy._V1_UY209_CR190140209_AL_.jpg ,  Saurabh Shukla , Shukla's family left Gorakhpur for Delhi when he was two years old. Af , https://en.wikipedia.org/wiki/ Saurabh Shukla
https://m.media-amazon.com/images/M/MV5BNzU2NTgwNzY1OF5BMl5BanBnXkFtZTcwMjQxNzcxOA@@._V1_UY209_CR870140209_AL_.jpg ,  Sanjay Dutt , Sanjay Dutt son of Nargis and Sunil Dutt was first featured in Rocky , https://en.wikipedia.org/wiki/ Sanjay Dutt
https://m.media-amazon.com/images/M/MV5BZmE5YTIwODYtMTA2OC00ZDg1LTk3NmItMGI1NzhjNTZiNjIyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR210140209_AL_.jpg ,  Sanjeev Kumar , Harihar Jariwala a.k.a. Sanjeev Kumar was born in a Gujrati family in  , https://en.wikipedia.org/wiki/ Sanjeev Kumar
https://m.media-amazon.com/images/M/MV5BOWFjZGYxZDMtYTBhYy00YWVkLTk2NDUtMmE2NTAyM2Q0OTMyXkEyXkFqcGdeQXVyMjYwMDk5NjE@._V1_UY209_CR60140209_AL_.jpg ,  Sudeep , Sudeep is an Indian film actor director producer screenwriter play , https://en.wikipedia.org/wiki/ Sudeep
https://m.media-amazon.com/images/M/MV5BODUwMzUyNTUxMl5BMl5BanBnXkFtZTcwNDM2ODIyOA@@._V1_UY209_CR30140209_AL_.jpg ,  Sunil Shetty , Sunil Shetty made his debut in 1992 with Balwaan (1992) which was not , https://en.wikipedia.org/wiki/ Sunil Shetty
https://m.media-amazon.com/images/M/MV5BNjUyMTQyNDA2M15BMl5BanBnXkFtZTgwNDI4ODEzOTE@._V1_UX140_CR00140209_AL_.jpg ,  Tiger Shroff , Tiger Shroff was born on March 2 1990 in Mumbai India as Jai Hemant  , https://en.wikipedia.org/wiki/ Tiger Shroff
https://m.media-amazon.com/images/M/MV5BMjk1NDI0ZjEtMDMwOS00ZTY5LTk3NTEtODYxZWZlNTE4OTZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR70140209_AL_.jpg ,  Tom Alter , Tom Alter the son and grandson of American Presbyterian missionaries  , https://en.wikipedia.org/wiki/ Tom Alter
https://m.media-amazon.com/images/M/MV5BZjM4OWEyOWItNmU0Yy00MjQyLTkyNzYtOTQzNzA1ZTJmOTY0XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR90140209_AL_.jpg ,  Tinnu Anand , Tinnu Anand is an Indian actor and director from Bollywood who is mos , https://en.wikipedia.org/wiki/ Tinnu Anand
https://m.media-amazon.com/images/M/MV5BMTU0ODQ2MjA5NF5BMl5BanBnXkFtZTYwMjczMjA0._V1_UY209_CR10140209_AL_.jpg ,  Tabu , Tabu is an Indian actress. She has mainly acted in Hindi films though , https://en.wikipedia.org/wiki/ Tabu
https://m.media-amazon.com/images/M/MV5BMmVkZTMxMTgtNjk3Ny00Yzc4LWFhZWYtMjBhYTJjN2EwMDViXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR70140209_AL_.jpg ,  Tigmanshu Dhulia , Tigmanshu Dhulia is a director and actor known for Gangs of Wasseypur , https://en.wikipedia.org/wiki/ Tigmanshu Dhulia
https://m.media-amazon.com/images/M/MV5BNDRiOGQ0YWYtNmE0MC00NWM4LTg5YTMtNzAyNjQyZGVkOThjXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR60140209_AL_.jpg ,  Usha Nadkarni , Usha Nadkarni is an actress known for Rustom (2016) Pavitra Rishta ( , https://en.wikipedia.org/wiki/ Usha Nadkarni
https://m.media-amazon.com/images/M/MV5BYzkzNGJjNGMtMTcyMy00YmQ5LTgwMmItNzk4MjBkZWJhMTg1XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR10140209_AL_.jpg ,  Upasna Singh , Upasna Singh was born on June 29 1975 in Kapurthala Punjab India. S , https://en.wikipedia.org/wiki/ Upasna Singh
https://m.media-amazon.com/images/M/MV5BMDFiNjgzNGQtMmZkMy00NzNmLWE2MDItYzMzMWQ0ZmE3Yzg4XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR910140209_AL_.jpg ,  Utpal Dutt , Utpal Dutt was born on March 29 1929 in Barisal Bengal Presidency B , https://en.wikipedia.org/wiki/ Utpal Dutt
https://m.media-amazon.com/images/M/MV5BN2JkNjFjYzctOTM4NS00NGI3LWFhY2UtZmIwNTZjNzc1YTA3XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR100140209_AL_.jpg ,  Upendra Limaye , Upendra Limaye is an actor known for Jogwa (2009) Tara From Satara ( , https://en.wikipedia.org/wiki/ Upendra Limaye
https://m.media-amazon.com/images/M/MV5BMjM0NTM3ODY4Ml5BMl5BanBnXkFtZTgwNTA4MDM0OTE@._V1_UY209_CR20140209_AL_.jpg ,  Varun Dhawan , Varun Dhawan was born on April 24 1987 in Mumbai Maharashtra India. , https://en.wikipedia.org/wiki/ Varun Dhawan
https://m.media-amazon.com/images/M/MV5BMTkyNDE4OTA0MF5BMl5BanBnXkFtZTgwNjExMTE0OTE@._V1_UY209_CR920140209_AL_.jpg ,  Venkatesh Daggubati , Venkatesh Daggubati was born on December 13 1960 in Karamchedu Andhr , https://en.wikipedia.org/wiki/ Venkatesh Daggubati
https://m.media-amazon.com/images/M/MV5BOTc2ODgwODcxOF5BMl5BanBnXkFtZTgwNzM1MzYwMTE@._V1_UX140_CR00140209_AL_.jpg ,  Vijay Raaz , Vijay Raaz was born and raised in Delhi where he attended Kirori Mal C , https://en.wikipedia.org/wiki/ Vijay Raaz
https://m.media-amazon.com/images/M/MV5BMTgxODI1NTI2MV5BMl5BanBnXkFtZTgwODgxODYyNjE@._V1_UY209_CR860140209_AL_.jpg ,  Vinay Pathak , Vinay Pathak was born on July 12 1968 in Bhojpur District Bihar Ind , https://en.wikipedia.org/wiki/ Vinay Pathak
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/medium/name-2135195744._CB466677935_.png ,  Vishal Malik , Vishal Malik born 12 March 1989 in New Delhi is an Indian Film Actor.  , https://en.wikipedia.org/wiki/ Vishal Malik
https://m.media-amazon.com/images/M/MV5BN2EyYjI5NmEtMDEwZC00ZGYwLWFjZWEtOWVkZjZjMDM0M2IyXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR30140209_AL_.jpg ,  Vikram Gokhale , Vikram Gokhle (occasionally credited as Vikram Gokhle) is a well known , https://en.wikipedia.org/wiki/ Vikram Gokhale
https://m.media-amazon.com/images/M/MV5BZjQxYWI5M2UtNTdiZi00OTU0LTk2YTgtYjc3MWFkZGEzMWZkXkEyXkFqcGdeQXVyNDAzNDk0MTQ@._V1_UY209_CR1500140209_AL_.jpg ,  Vipin Sharma , Vipin Sharma is an actor and editor known for Taare Zameen Par (2007) , https://en.wikipedia.org/wiki/ Vipin Sharma
https://m.media-amazon.com/images/M/MV5BMGNlOWMyNDUtMjYzZi00YmE2LThjNTItMjFiOTA3YzBkZjZmXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR120140209_AL_.jpg ,  Vinod Khanna , At the start of his career he played supporting or villainous charact , https://en.wikipedia.org/wiki/ Vinod Khanna
https://m.media-amazon.com/images/M/MV5BYWVjYzI1YzctOGJkYS00ZGM5LTg3OGItYmI5ZTIyMGI2ZGI3XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR140140209_AL_.jpg ,  Vyjayanthimala , Vyjayanthimala was born to actress and dancer Vasundhara Devi in a Tam , https://en.wikipedia.org/wiki/ Vyjayanthimala
https://m.media-amazon.com/images/M/MV5BNDI3Mjk2MjgzMl5BMl5BanBnXkFtZTcwODQwMjI1OQ@@._V1_UY209_CR20140209_AL_.jpg ,  Vidya Balan , Vidya was born in Palghat Kerala India. Her family consists of her d , https://en.wikipedia.org/wiki/ Vidya Balan
https://m.media-amazon.com/images/M/MV5BMTI4OWU4ZDktOGNlNC00NTBlLWJjNTctM2JmYzBhOGFhNWE4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR50140209_AL_.jpg ,  Vrajesh Hirjee , Vrajesh Hirjee was born on June 16 1971 in Bihar India. He is an act , https://en.wikipedia.org/wiki/ Vrajesh Hirjee
https://m.media-amazon.com/images/M/MV5BMTQ4NzE2OTMyMl5BMl5BanBnXkFtZTcwOTc4MDEzMQ@@._V1_UY209_CR690140209_AL_.jpg ,  Waheeda Rehman , Waheeda was born in a Tamil and Urdu-speaking family in Chengalpattu-T , https://en.wikipedia.org/wiki/ Waheeda Rehman
https://m.media-amazon.com/images/M/MV5BMzczOGQwZDMtYWQxYi00NDZhLTlkNWYtMjVkMzhlODcyZmU4XkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR60140209_AL_.jpg ,  Yashpal Sharma , Yashpal Sharma was born on August 9 1970 in Hisar Haryana India. He , https://en.wikipedia.org/wiki/ Yashpal Sharma
https://m.media-amazon.com/images/M/MV5BMTg4NDcxNTQ0N15BMl5BanBnXkFtZTgwNTI3OTczOTE@._V1_UX140_CR00140209_AL_.jpg ,  Zeenat Aman , Zeenat Aman was born to a Hindu mother and a Muslim father Amanullah w , https://en.wikipedia.org/wiki/ Zeenat Aman
https://m.media-amazon.com/images/M/MV5BMzA0NDAzZjAtOTFhMi00N2RiLWIxOWUtMTBkY2U0YjI3ZDU2XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UY209_CR320140209_AL_.jpg ,  Zohra Sehgal , Sahibzadi Zohra Begum Mumtaz-ullah Khan better known as Zohra Sehgal , https://en.wikipedia.org/wiki/ Zohra Sehgal
https://m.media-amazon.com/images/M/MV5BNDZhNzNiY2UtYzRkOS00N2IzLWFmNDctZTNkNTVkODZkZjEwXkEyXkFqcGdeQXVyMTExNDQ2MTI@._V1_UY209_CR80140209_AL_.jpg ,  Zarina Wahab , Zarina Wahab is an actress known for My Name Is Khan (2010) Gharaond , https://en.wikipedia.org/wiki/ Zarina Wahab
